time_s,angle_rad,x_m,y_m,z_m,velocity_m_s,path_length_m,emf_V,current_A,power_W,cumulative_energy_J,ball_mass_kg
14.098,22.146932192837188,-0.09014838169267736,-0.014158360994222867,-0.10574381198433203,8.606888056687499,2.674303917005039,4.315575872413348e-10,4.315575872413348e-11,1.862419511055623e-20,0.969725393061966,0.03288200310757317
14.1,22.150074047311985,-0.09009522431616951,-0.014440204823522226,-0.1057588132344362,8.608109065065522,2.674591121963729,5.076349317558568e-10,5.0763493175585675e-11,2.5769322393877335e-20,0.969725393061966,0.03288200310757317
14.102,22.15321590178678,-0.09004118587565269,-0.01472185440150719,-0.10577381448454039,8.609330073443545,2.674878300784914,5.988301205616478e-10,5.988301205616477e-11,3.585975132918776e-20,0.969725393061966,0.03288200310757317
14.104000000000001,22.156357756261574,-0.08998626706697295,-0.015003306974241015,-0.10578881573464455,8.610551081821567,2.6751654534686033,7.077046546647771e-10,7.077046546647771e-11,5.008458782341914e-20,0.969725393061966,0.03288200310757317
14.106,22.159499610736372,-0.08993046859458327,-0.01528455979024182,-0.10580381698474872,8.61177209019959,2.675452580014806,8.372927799250507e-10,8.372927799250507e-11,7.010591993146194e-20,0.969725393061966,0.03288200310757317
14.108,22.162641465211166,-0.08987379117153514,-0.015565610100508514,-0.10581881823485291,8.612993098577613,2.675739680423529,9.911773305716548e-10,9.911773305716548e-11,9.824325006391514e-20,0.969725393061966,0.03288200310757317
14.11,22.165783319685964,-0.08981623551946956,-0.015846455158549894,-0.10583381948495707,8.614214106955636,2.6760267546947825,1.1735784947380261e-09,1.173578494738026e-10,1.3772864833115712e-19,0.969725393061966,0.03288200310757317
14.112,22.16892517416076,-0.08975780236860871,-0.016127092220408947,-0.10584882073506124,8.615435115333659,2.676313802828574,1.3894574304634408e-09,1.3894574304634409e-10,1.9305919510700675e-19,0.969725393061966,0.03288200310757317
14.114,22.172067028635553,-0.08969849245774682,-0.016407518544691867,-0.10586382198516543,8.616656123711682,2.676600824824912,1.6446369600807236e-09,1.6446369600807236e-10,2.7048307304635637e-19,0.969725393061966,0.03288200310757317
14.116,22.17520888311035,-0.0896383065342414,-0.01668773139259388,-0.1058788232352696,8.617877132089705,2.676887820683806,1.9459419108927178e-09,1.9459419108927178e-10,3.786689920568802e-19,0.969725393061966,0.03288200310757317
14.118,22.178350737585152,-0.08957724535400433,-0.01696772802792568,-0.10589382448537377,8.619098140467727,2.6771747904052643,2.301362056167115e-09,2.3013620561671153e-10,5.296267313565733e-19,0.969725393061966,0.03288200310757317
14.120000000000001,22.181492592059946,-0.08951530968149293,-0.017247505717139518,-0.10590882573547795,8.62031914884575,2.6774617339892943,2.7202410489750563e-09,2.7202410489750565e-10,7.399711364528915e-19,0.969725393061966,0.03288200310757317
14.122,22.18463444653474,-0.08945250028970032,-0.017527061729358393,-0.10592382698558213,8.621540157223773,2.6777486514359055,3.2134952392684253e-09,3.2134952392684253e-10,1.0326551652800834e-18,0.969725393061966,0.03288200310757317
